flight_id,avg_boarding_no,total_boarding_passes
24731,2.0000,3
24732,13.5000,26
24734,19.0000,37
24735,20.0000,39
24738,15.5000,30
24739,9.5000,18
24740,2.5000,4
24742,19.5000,38
24743,3.5000,6
24747,2.0000,3
24753,1.0000,1
24757,2.0000,3
24761,1.0000,1
24763,2.5000,4
24764,1.5000,2
24767,1.5000,2
24768,1.0000,1
24769,1.5000,2
24772,2.0000,3
24774,2.0000,3
24782,1.5000,2
24784,2.0000,3
24786,2.0000,3
24791,3.0000,5
24800,1.0000,1
24804,3.0000,5
24806,3.0000,5
24816,19.5000,38
24820,40.5000,80
24823,44.5000,88
24825,37.0000,73
24827,36.5000,72
24828,42.0000,83
24833,18.5000,36
24835,19.5000,38
24836,21.0000,41
24837,17.5000,34
24839,43.0000,85
24840,40.0000,79
24841,19.5000,38
24843,40.5000,80
24844,42.0000,83
24850,43.5000,86
24852,42.5000,84
24854,20.0000,39
24855,44.5000,88
24856,44.0000,87
24857,39.0000,77
24858,30.0000,59
24859,42.0000,83
24861,22.0000,43
24865,44.5000,88
24867,39.5000,78
24869,42.5000,84
24871,43.5000,86
24872,28.5000,56
24873,45.5000,90
24875,39.5000,78
24965,1.0000,1
24969,5.0000,9
24971,1.0000,1
24972,4.0000,7
24973,8.0000,15
24976,10.5000,20
24979,6.5000,12
24980,4.5000,8
24982,7.5000,14
24986,3.0000,5
24989,6.5000,12
24990,3.0000,5
24993,5.0000,9
24994,9.5000,18
24997,9.0000,17
24998,11.0000,21
25000,8.5000,16
25003,8.0000,15
25006,8.0000,15
25010,7.5000,14
25012,7.0000,13
25014,6.0000,11
25015,9.5000,18
25016,3.5000,6
25017,6.5000,12
25018,6.5000,12
25019,7.0000,13
25020,7.5000,14
25022,8.5000,16
25026,4.0000,7
25027,3.0000,5
25029,2.5000,4
25033,4.5000,8
25034,10.0000,19
25035,3.5000,6
25036,2.0000,3
25039,13.5000,26
25040,8.0000,15
25043,6.0000,11
25045,8.0000,15
25046,2.0000,3
25050,9.5000,18
25052,16.0000,31
25053,33.5000,66
25055,16.0000,31
25057,15.5000,30
25058,31.0000,61
25059,25.5000,50
25064,8.0000,15
25065,23.5000,46
25068,12.5000,24
25070,22.0000,43
25073,8.0000,15
25074,20.5000,40
25075,10.5000,20
25082,5.0000,9
25083,11.0000,21
25084,12.0000,23
25087,29.0000,57
25089,13.5000,26
25090,37.0000,73
25091,15.5000,30
25092,4.5000,8
25093,22.5000,44
25094,26.0000,51
25096,2.5000,4
25098,10.5000,20
25099,21.5000,42
25102,38.5000,76
25103,41.0000,81
25104,39.0000,77
25108,15.5000,30
25111,28.0000,55
25113,31.0000,61
25115,12.5000,24
25116,26.5000,52
25118,28.5000,56
25190,10.5000,20
25191,24.0000,47
25192,8.0000,15
25195,12.5000,24
25196,16.5000,32
25199,15.0000,29
25200,15.5000,30
25201,21.0000,41
25207,10.5000,20
25208,62.5000,124
25212,79.0000,157
25213,31.0000,61
25214,81.0000,161
25217,68.5000,136
25219,8.5000,16
25220,18.5000,36
25222,70.0000,139
25223,12.5000,24
25226,67.0000,133
25229,56.5000,112
25234,75.0000,149
25237,8.0000,15
25238,67.5000,134
25241,79.5000,158
25242,60.0000,119
25244,77.0000,153
25245,78.5000,156
25246,73.0000,145
25248,66.5000,132
25250,73.0000,145
25251,55.0000,109
25256,80.5000,160
25259,71.5000,142
25261,80.0000,159
25263,18.5000,36
25264,37.5000,74
25265,11.0000,21
25267,70.0000,139
25269,50.0000,99
25270,21.0000,41
25271,26.0000,51
25272,23.5000,46
25273,52.0000,103
25274,53.0000,105
25276,47.5000,94
25279,54.5000,108
25281,21.0000,41
25284,52.0000,103
25285,21.5000,42
25286,55.0000,109
25289,50.0000,99
25291,21.0000,41
25293,49.0000,97
25295,49.5000,98
25296,37.5000,74
25298,54.0000,107
25299,49.5000,98
25305,32.0000,63
25306,52.0000,103
25307,55.5000,110
25309,51.5000,102
25310,52.0000,103
25312,21.5000,42
25316,52.0000,103
25318,52.0000,103
25319,53.0000,105
25323,45.0000,89
25326,21.0000,41
25328,22.0000,43
25329,12.0000,23
25330,19.5000,38
25331,14.0000,27
25334,11.0000,21
25335,19.5000,38
25336,11.0000,21
25337,21.5000,42
25346,20.5000,40
25444,5.5000,10
25445,3.5000,6
25446,3.0000,5
25448,5.0000,9
25449,3.0000,5
25450,2.5000,4
25453,3.5000,6
25454,5.0000,9
25456,2.5000,4
25458,4.0000,7
25460,4.5000,8
25464,2.0000,3
25466,2.5000,4
25467,2.5000,4
25468,3.0000,5
25471,5.5000,10
25474,5.5000,10
25477,4.5000,8
25478,3.5000,6
25480,4.0000,7
25483,6.0000,11
25485,3.0000,5
25486,3.5000,6
25489,6.0000,11
25490,5.0000,9
25491,2.5000,4
25492,3.5000,6
25496,2.5000,4
25498,3.0000,5
25499,6.5000,12
25502,4.0000,7
25573,46.0000,91
25575,46.0000,91
25576,46.0000,91
25577,46.0000,91
25581,17.5000,34
25582,28.5000,56
25585,39.0000,77
25586,44.5000,88
25588,45.5000,90
25591,18.5000,36
25593,45.5000,90
25595,35.0000,69
25597,45.5000,90
25601,45.5000,90
25604,44.0000,87
25605,42.5000,84
25608,38.0000,75
25609,17.5000,34
25610,18.5000,36
25611,30.0000,59
25612,17.0000,33
25615,19.0000,37
25618,46.0000,91
25619,17.0000,33
25623,44.5000,88
25624,18.0000,35
25626,37.0000,73
25629,44.0000,87
25630,45.5000,90
25631,47.5000,94
25632,42.0000,83
25637,7.5000,14
25641,25.0000,49
25642,26.0000,51
25647,2.5000,4
25648,33.0000,65
25649,24.0000,47
25651,3.0000,5
25652,22.0000,43
25653,27.0000,53
25658,25.0000,49
25661,21.0000,41
25664,23.5000,46
25666,28.5000,56
25667,2.0000,3
25668,24.0000,47
25670,32.0000,63
25676,25.0000,49
25678,27.0000,53
25681,25.0000,49
25683,11.5000,22
25684,24.5000,48
25687,23.0000,45
25689,32.0000,63
25691,23.0000,45
25693,15.5000,30
25695,26.5000,52
25698,29.5000,58
25708,25.0000,49
25712,23.5000,46
25718,26.5000,52
25723,30.0000,59
25728,26.5000,52
25733,27.0000,53
25734,35.0000,69
25736,23.0000,45
25750,30.0000,59
25753,29.5000,58
25763,13.0000,25
25765,34.5000,68
25770,36.0000,71
25771,30.0000,59
25773,34.0000,67
25798,36.0000,71
25808,2.0000,3
25810,34.0000,67
25814,20.0000,39
25817,48.0000,95
25821,30.5000,60
25822,25.0000,49
25824,28.5000,56
25825,42.5000,84
25830,42.5000,84
25831,41.5000,82
25833,43.0000,85
25836,32.0000,63
25838,38.5000,76
25839,46.5000,92
25840,40.5000,80
25841,33.0000,65
25845,37.0000,73
25846,42.0000,83
25852,42.5000,84
25853,32.0000,63
25859,24.5000,48
25860,45.5000,90
25863,38.5000,76
25864,43.5000,86
25865,44.5000,88
25867,43.5000,86
25868,40.5000,80
25869,43.5000,86
25870,35.0000,69
25872,47.5000,94
25873,40.5000,80
25876,37.5000,74
25877,43.5000,86
25907,46.5000,92
25908,55.0000,109
25910,55.5000,110
25918,60.0000,119
25920,65.5000,130
25921,45.5000,90
25922,57.0000,113
25925,59.0000,117
25926,61.5000,122
25927,51.0000,101
25929,58.0000,115
25930,50.5000,100
25931,52.5000,104
25933,46.5000,92
25934,57.0000,113
25935,56.0000,111
25941,46.0000,91
25943,54.0000,107
25944,49.5000,98
25946,51.5000,102
25948,55.5000,110
25949,47.5000,94
25952,53.5000,106
25953,57.0000,113
25954,57.5000,114
25956,48.0000,95
25957,44.5000,88
25960,51.0000,101
25962,49.5000,98
25964,54.0000,107
25966,5.5000,10
25968,8.0000,15
25974,6.5000,12
25981,6.5000,12
25985,5.0000,9
25986,5.5000,10
25987,1.5000,2
25989,5.0000,9
25993,7.5000,14
25994,4.5000,8
25995,3.5000,6
25997,4.5000,8
25999,6.0000,11
26001,5.5000,10
26002,8.0000,15
26004,7.0000,13
26008,3.5000,6
26010,3.0000,5
26014,4.0000,7
26015,7.0000,13
26016,7.5000,14
26017,2.0000,3
26018,7.5000,14
26020,5.5000,10
26023,1.5000,2
26025,2.0000,3
26042,5.0000,9
26049,6.5000,12
26051,5.0000,9
26055,5.5000,10
26059,3.5000,6
26062,3.5000,6
26066,4.0000,7
26070,5.0000,9
26071,5.0000,9
26076,4.5000,8
26085,5.0000,9
26090,3.5000,6
26091,4.0000,7
26093,4.5000,8
26094,4.0000,7
26095,6.5000,12
26096,4.0000,7
26107,3.5000,6
26110,5.0000,9
26111,5.5000,10
26113,5.5000,10
26117,6.0000,11
26127,6.0000,11
26131,4.0000,7
26137,4.5000,8
26141,2.5000,4
26144,4.0000,7
26147,3.5000,6
26148,5.0000,9
26155,5.5000,10
26157,104.5000,208
26158,102.0000,203
26162,107.0000,213
26163,81.5000,162
26168,106.0000,211
26172,104.0000,207
26173,104.5000,208
26174,39.0000,77
26178,98.5000,196
26179,88.0000,175
26181,100.5000,200
26183,45.0000,89
26184,102.0000,203
26185,36.5000,72
26188,74.0000,147
26189,100.5000,200
26192,60.5000,120
26194,99.5000,198
26195,41.5000,82
26197,43.0000,85
26198,102.0000,203
26200,99.5000,198
26201,104.5000,208
26202,99.5000,198
26203,42.0000,83
26204,102.5000,204
26206,41.0000,81
26207,58.0000,115
26208,99.0000,197
26209,96.5000,192
26216,104.0000,207
26218,12.5000,24
26220,60.0000,119
26226,67.0000,133
26227,52.0000,103
26228,70.5000,140
26229,15.5000,30
26233,49.0000,97
26234,53.0000,105
26238,28.0000,55
26240,65.5000,130
26241,18.5000,36
26242,38.0000,75
26243,71.5000,142
26244,59.0000,117
26245,15.5000,30
26246,58.0000,115
26249,76.0000,151
26250,72.5000,144
26251,65.5000,130
26252,71.5000,142
26256,22.5000,44
26258,41.5000,82
26259,59.0000,117
26261,69.0000,137
26265,71.0000,141
26267,65.0000,129
26268,62.5000,124
26270,61.0000,121
26274,63.0000,125
26277,18.5000,36
26278,23.0000,45
26280,19.5000,38
26281,15.0000,29
26283,17.5000,34
26284,22.0000,43
26285,13.5000,26
26286,20.0000,39
26292,4.5000,8
26293,17.0000,33
26294,43.0000,85
26297,21.5000,42
26299,21.0000,41
26300,42.5000,84
26302,20.5000,40
26303,18.5000,36
26305,18.0000,35
26306,15.0000,29
26307,14.0000,27
26308,21.0000,41
26315,21.0000,41
26316,14.5000,28
26317,15.5000,30
26322,18.5000,36
26324,17.0000,33
26326,39.5000,78
26329,15.5000,30
26333,16.5000,32
26334,22.5000,44
26335,19.0000,37
26336,18.0000,35
26337,14.0000,27
26343,2.0000,3
26350,2.5000,4
26360,2.5000,4
26363,4.5000,8
26368,3.5000,6
26370,2.0000,3
26373,4.5000,8
26374,4.0000,7
26375,4.0000,7
26379,2.5000,4
26382,3.0000,5
26384,4.0000,7
26394,2.0000,3
26396,2.0000,3
26405,1.0000,1
26425,5.0000,9
26426,3.5000,6
26434,5.5000,10
26441,4.0000,7
26448,1.5000,2
26451,3.0000,5
26462,7.5000,14
26466,5.5000,10
26469,7.0000,13
26470,9.0000,17
26472,4.0000,7
26473,7.5000,14
26474,14.5000,28
26475,8.5000,16
26479,8.5000,16
26482,9.5000,18
26483,10.0000,19
26486,12.5000,24
26487,17.5000,34
26491,24.0000,47
26492,9.0000,17
26494,19.5000,38
26496,39.5000,78
26497,41.0000,81
26500,32.0000,63
26503,46.5000,92
26504,42.5000,84
26507,42.5000,84
26508,44.0000,87
26509,43.0000,85
26511,45.5000,90
26513,42.5000,84
26518,34.0000,67
26522,42.0000,83
26523,26.5000,52
26525,39.0000,77
26526,26.5000,52
26528,23.0000,45
26531,47.5000,94
26532,43.0000,85
26535,42.5000,84
26537,44.0000,87
26538,35.5000,70
26540,29.0000,57
26542,31.0000,61
26544,45.5000,90
26545,26.5000,52
26547,38.0000,75
26549,32.0000,63
26550,40.5000,80
26553,43.0000,85
26556,39.0000,77
26557,16.5000,32
26559,18.0000,35
26561,16.5000,32
26562,17.5000,34
26563,12.5000,24
26564,12.5000,24
26565,13.5000,26
26567,21.0000,41
26569,12.0000,23
26570,11.5000,22
26572,15.0000,29
26573,14.0000,27
26575,16.5000,32
26579,16.0000,31
26581,14.0000,27
26582,19.0000,37
26585,14.5000,28
26588,13.5000,26
26591,14.0000,27
26592,20.0000,39
26593,15.5000,30
26595,15.0000,29
26597,12.5000,24
26598,13.5000,26
26605,19.5000,38
26607,13.0000,25
26610,14.5000,28
26612,18.0000,35
26613,13.0000,25
26614,21.0000,41
26616,14.0000,27
26621,4.5000,8
26623,2.5000,4
26624,3.0000,5
26625,4.0000,7
26629,4.5000,8
26630,6.0000,11
26632,6.0000,11
26633,4.0000,7
26634,2.5000,4
26637,6.5000,12
26640,3.0000,5
26641,3.0000,5
26642,6.5000,12
26643,8.0000,15
26645,3.5000,6
26647,2.5000,4
26649,3.0000,5
26650,3.5000,6
26654,3.0000,5
26657,4.0000,7
26658,2.5000,4
26659,3.0000,5
26660,2.0000,3
26662,6.0000,11
26663,4.0000,7
26667,3.0000,5
26670,2.5000,4
26673,8.0000,15
26676,1.5000,2
26678,6.0000,11
26679,45.5000,90
26680,20.0000,39
26681,20.5000,40
26687,46.0000,91
26688,48.0000,95
26689,40.5000,80
26692,44.5000,88
26694,30.0000,59
26695,46.0000,91
26696,19.5000,38
26697,18.5000,36
26699,41.0000,81
26701,44.5000,88
26705,25.0000,49
26706,42.0000,83
26710,19.5000,38
26712,36.5000,72
26713,44.5000,88
26717,40.5000,80
26719,38.5000,76
26721,42.0000,83
26722,39.5000,78
26725,43.0000,85
26727,42.5000,84
26729,41.5000,82
26730,42.0000,83
26731,41.0000,81
26732,25.0000,49
26736,20.0000,39
26737,19.0000,37
26738,38.5000,76
26820,7.0000,13
26821,23.5000,46
26822,19.5000,38
26824,10.5000,20
26825,19.5000,38
26827,7.5000,14
26830,17.5000,34
26833,17.5000,34
26834,16.5000,32
26838,20.5000,40
26840,15.0000,29
26841,19.5000,38
26842,21.0000,41
26845,18.5000,36
26846,16.0000,31
26847,14.5000,28
26850,17.5000,34
26854,6.5000,12
26855,16.0000,31
26856,6.5000,12
26859,18.5000,36
26860,18.0000,35
26861,14.0000,27
26862,9.0000,17
26865,8.0000,15
26868,16.0000,31
26869,13.5000,26
26872,17.5000,34
26873,16.5000,32
26875,15.0000,29
26879,6.5000,12
26880,18.5000,36
26881,29.5000,58
26883,53.5000,106
26885,6.5000,12
26887,64.0000,127
26889,19.0000,37
26890,63.5000,126
26892,59.5000,118
26893,53.5000,106
26895,24.0000,47
26901,63.0000,125
26903,53.5000,106
26905,54.5000,108
26906,58.5000,116
26907,63.0000,125
26908,59.5000,118
26909,57.5000,114
26910,40.5000,80
26912,57.5000,114
26915,56.5000,112
26920,62.5000,124
26921,46.0000,91
26922,62.5000,124
26924,59.0000,117
26925,14.0000,27
26926,19.5000,38
26927,8.5000,16
26931,61.5000,122
26934,65.5000,130
26936,26.5000,52
26939,56.0000,111
26958,35.5000,70
26959,37.5000,74
26960,39.5000,78
26961,36.0000,71
26966,43.5000,86
26968,40.0000,79
26970,42.5000,84
26975,36.5000,72
26976,36.0000,71
26977,36.0000,71
26980,43.5000,86
26981,40.0000,79
26982,41.5000,82
26983,45.0000,89
26985,36.5000,72
26986,42.5000,84
26987,40.0000,79
26988,36.0000,71
26991,43.0000,85
26992,45.0000,89
26993,43.5000,86
26995,39.5000,78
27000,42.0000,83
27002,42.0000,83
27004,41.5000,82
27007,45.5000,90
27008,42.0000,83
27014,41.0000,81
27015,37.0000,73
27016,44.5000,88
27018,42.0000,83
27019,15.0000,29
27021,26.0000,51
27024,28.5000,56
27025,9.0000,17
27026,23.5000,46
27027,30.5000,60
27028,30.5000,60
27032,29.5000,58
27033,12.5000,24
27037,41.0000,81
27038,23.0000,45
27039,24.5000,48
27043,35.5000,70
27046,22.0000,43
27048,17.5000,34
27049,17.5000,34
27051,20.0000,39
27053,14.0000,27
27055,5.0000,9
27056,18.0000,35
27059,30.5000,60
27060,17.5000,34
27062,21.0000,41
27064,30.0000,59
27065,20.0000,39
27066,24.0000,47
27069,14.5000,28
27070,21.5000,42
27073,7.5000,14
27074,8.5000,16
27077,8.0000,15
27078,7.0000,13
27079,31.0000,61
27081,23.0000,45
27085,19.0000,37
27088,7.5000,14
27090,22.5000,44
27093,16.5000,32
27095,26.5000,52
27096,20.0000,39
27097,17.5000,34
27100,7.0000,13
27104,25.5000,50
27105,23.0000,45
27116,22.0000,43
27120,21.5000,42
27123,18.5000,36
27124,5.5000,10
27140,4.5000,8
27142,3.5000,6
27143,6.5000,12
27145,6.0000,11
27146,5.5000,10
27148,5.5000,10
27149,6.0000,11
27151,5.0000,9
27152,6.5000,12
27154,6.0000,11
27155,5.5000,10
27157,5.5000,10
27158,6.0000,11
27160,6.0000,11
27161,6.0000,11
27163,6.5000,12
27165,5.5000,10
27166,4.0000,7
27168,3.5000,6
27169,3.5000,6
27171,5.0000,9
27172,6.0000,11
27174,5.0000,9
27175,4.5000,8
27177,4.0000,7
27178,4.5000,8
27180,5.5000,10
27181,4.5000,8
27182,4.5000,8
27257,9.0000,17
27262,6.5000,12
27263,10.0000,19
27265,1.0000,1
27267,13.5000,26
27270,6.0000,11
27271,8.5000,16
27273,33.5000,66
27275,29.5000,58
27278,25.5000,50
27280,8.0000,15
27281,5.0000,9
27282,5.0000,9
27285,27.0000,53
27288,9.5000,18
27289,25.0000,49
27290,6.5000,12
27291,36.0000,71
27292,7.5000,14
27295,28.5000,56
27296,11.5000,22
27299,29.5000,58
27300,33.5000,66
27303,6.0000,11
27305,33.0000,65
27306,25.0000,49
27308,29.0000,57
27310,31.5000,62
27312,16.5000,32
27313,20.5000,40
27314,32.0000,63
27316,21.0000,41
27318,2.5000,4
27326,28.0000,55
27327,31.5000,62
27329,24.5000,48
27331,36.0000,71
27332,27.5000,54
27334,5.0000,9
27335,3.5000,6
27336,3.5000,6
27340,7.5000,14
27342,4.0000,7
27344,7.5000,14
27345,5.5000,10
27347,4.5000,8
27350,7.0000,13
27351,2.0000,3
27353,5.0000,9
27354,3.0000,5
27355,4.0000,7
27358,3.0000,5
27361,7.5000,14
27362,5.5000,10
27363,4.5000,8
27364,5.5000,10
27365,3.5000,6
27368,3.0000,5
27369,4.5000,8
27372,4.5000,8
27374,3.5000,6
27376,5.0000,9
27378,2.5000,4
27379,5.5000,10
27383,5.0000,9
27387,3.5000,6
27389,7.0000,13
27390,2.5000,4
27392,8.0000,15
27397,24.0000,47
27398,20.0000,39
27402,23.0000,45
27404,24.5000,48
27405,25.0000,49
27406,24.0000,47
27408,21.0000,41
27409,21.0000,41
27410,21.5000,42
27412,23.0000,45
27416,22.5000,44
27423,20.5000,40
27425,25.0000,49
27426,20.5000,40
27427,25.0000,49
27429,20.5000,40
27431,22.5000,44
27434,22.5000,44
27437,23.5000,46
27439,23.5000,46
27440,23.5000,46
27441,24.0000,47
27443,25.0000,49
27446,20.5000,40
27447,21.0000,41
27448,23.5000,46
27450,22.5000,44
27451,21.5000,42
27452,24.5000,48
27455,22.5000,44
27517,21.5000,42
27518,14.5000,28
27523,22.5000,44
27526,21.0000,41
27528,22.5000,44
27530,23.0000,45
27535,24.5000,48
27537,23.5000,46
27540,23.0000,45
27543,19.5000,38
27544,22.5000,44
27545,12.5000,24
27549,19.0000,37
27555,20.0000,39
27558,5.0000,9
27559,25.0000,49
27561,20.5000,40
27562,8.5000,16
27565,16.5000,32
27567,4.5000,8
27569,24.0000,47
27571,16.5000,32
27573,19.5000,38
27574,3.5000,6
27576,21.5000,42
27582,24.5000,48
27583,22.0000,43
27584,22.5000,44
27586,40.0000,79
27587,19.0000,37
27588,42.0000,83
27589,35.0000,69
27590,20.0000,39
27591,23.0000,45
27596,14.0000,27
27597,11.5000,22
27599,25.0000,49
27603,10.5000,20
27604,15.0000,29
27605,16.0000,31
27608,9.5000,18
27611,8.0000,15
27612,15.5000,30
27618,23.5000,46
27619,20.0000,39
27620,26.0000,51
27622,12.5000,24
27623,33.0000,65
27624,36.5000,72
27625,26.5000,52
27629,18.5000,36
27630,36.5000,72
27633,49.0000,97
27635,38.0000,75
27637,48.5000,96
27669,42.0000,83
27676,31.5000,62
27677,13.5000,26
27685,30.5000,60
27686,12.5000,24
27687,13.5000,26
27688,37.0000,73
27689,13.5000,26
27692,13.5000,26
27697,2.0000,3
27707,30.5000,60
27708,13.5000,26
27711,32.5000,64
27712,12.5000,24
27713,34.5000,68
27716,13.0000,25
27720,13.0000,25
27721,31.0000,61
27722,37.5000,74
27723,13.5000,26
27724,13.5000,26
27725,33.5000,66
27726,1.5000,2
27727,13.0000,25
27728,13.5000,26
27729,30.5000,60
27732,13.5000,26
27733,1.5000,2
27735,13.5000,26
27736,15.0000,29
27738,13.5000,26
27741,14.0000,27
27743,13.5000,26
27746,35.5000,70
27751,36.5000,72
27752,13.0000,25
27753,34.5000,68
27754,14.5000,28
27760,14.0000,27
27761,27.5000,54
27763,35.0000,69
27764,13.5000,26
27765,23.0000,45
27766,13.0000,25
27767,14.0000,27
27768,32.0000,63
27769,38.0000,75
27770,13.5000,26
27771,3.0000,5
27772,13.5000,26
27773,30.0000,59
27775,13.0000,25
27777,35.0000,69
27778,13.5000,26
27779,12.5000,24
27780,13.5000,26
27782,13.0000,25
27783,30.5000,60
27785,14.0000,27
27836,6.0000,11
27852,6.5000,12
27871,6.5000,12
27893,6.5000,12
27935,3.5000,6
27938,5.5000,10
27942,7.5000,14
28006,5.0000,9
28009,8.5000,16
28011,8.0000,15
28013,4.0000,7
28015,13.5000,26
28016,4.0000,7
28017,15.0000,29
28019,6.0000,11
28020,6.5000,12
28022,6.5000,12
28026,6.5000,12
28027,6.0000,11
28028,6.0000,11
28031,12.5000,24
28034,9.5000,18
28036,7.5000,14
28042,12.5000,24
28044,6.0000,11
28046,10.0000,19
28048,13.0000,25
28051,4.0000,7
28054,12.5000,24
28055,12.0000,23
28056,6.0000,11
28058,9.5000,18
28061,8.5000,16
28063,14.0000,27
28066,4.5000,8
28068,8.5000,16
28069,16.0000,31
28070,12.5000,24
28072,11.0000,21
28075,4.0000,7
28076,11.5000,22
28079,8.0000,15
28080,13.0000,25
28081,11.0000,21
28082,13.5000,26
28083,9.5000,18
28084,5.0000,9
28087,14.0000,27
28088,6.0000,11
28089,5.0000,9
28090,8.5000,16
28091,10.0000,19
28092,13.0000,25
28093,11.0000,21
28094,14.5000,28
28096,12.5000,24
28097,9.5000,18
28099,4.5000,8
28100,4.0000,7
28101,10.5000,20
28102,16.5000,32
28103,14.0000,27
28104,11.0000,21
28110,4.5000,8
28111,8.5000,16
28114,13.5000,26
28117,8.0000,15
28119,10.5000,20
28121,14.0000,27
28123,9.0000,17
28129,14.5000,28
28131,5.0000,9
28133,12.0000,23
28136,6.5000,12
28138,13.5000,26
28140,13.5000,26
28142,13.0000,25
28144,11.5000,22
28146,6.0000,11
28148,5.0000,9
28149,15.0000,29
28150,12.5000,24
28162,18.0000,35
28163,11.0000,21
28166,25.0000,49
28170,11.0000,21
28173,14.5000,28
28174,25.0000,49
28176,7.0000,13
28177,6.0000,11
28186,2.5000,4
28188,6.0000,11
28197,3.0000,5
28200,5.0000,9
28201,2.5000,4
28205,1.5000,2
28207,1.5000,2
28210,3.5000,6
28213,3.5000,6
28216,3.5000,6
28218,1.5000,2
28219,2.5000,4
28221,4.0000,7
28223,2.5000,4
28225,1.5000,2
28227,3.5000,6
28228,1.5000,2
28236,2.0000,3
28239,2.0000,3
28241,1.5000,2
28253,2.0000,3
28254,5.5000,10
28257,6.0000,11
28259,3.0000,5
28261,1.5000,2
28262,5.0000,9
28264,2.0000,3
28267,2.0000,3
28270,4.0000,7
28282,6.0000,11
28297,3.0000,5
28300,1.0000,1
28301,3.5000,6
28303,2.0000,3
28309,5.5000,10
28310,4.5000,8
28312,3.0000,5
28313,2.5000,4
28314,1.5000,2
28315,2.0000,3
28317,6.0000,11
28322,3.0000,5
28324,5.0000,9
28327,1.5000,2
28330,2.0000,3
28331,3.0000,5
28334,3.5000,6
28335,3.0000,5
28338,3.5000,6
28339,1.5000,2
28340,6.0000,11
28341,3.0000,5
28342,4.0000,7
28343,1.5000,2
28344,1.5000,2
28347,4.0000,7
28348,2.5000,4
28351,5.0000,9
28353,3.0000,5
28355,5.0000,9
28356,4.0000,7
28360,2.0000,3
28466,3.0000,5
28467,2.0000,3
28468,4.0000,7
28469,4.5000,8
28472,1.0000,1
28474,5.5000,10
28476,3.0000,5
28478,1.5000,2
28479,4.5000,8
28481,2.0000,3
28483,2.5000,4
28486,3.0000,5
28487,6.5000,12
28491,6.5000,12
28492,4.5000,8
28494,3.5000,6
28495,5.5000,10
28496,2.5000,4
28497,1.5000,2
28498,4.5000,8
28500,2.5000,4
28502,2.0000,3
28505,4.0000,7
28506,6.0000,11
28509,2.5000,4
28511,1.0000,1
28512,2.0000,3
28517,5.0000,9
28520,5.5000,10
28521,5.5000,10
28523,4.0000,7
28529,27.5000,54
28530,46.0000,91
28532,45.0000,89
28535,43.0000,85
28537,48.0000,95
28540,42.5000,84
28542,43.0000,85
28545,45.0000,89
28549,46.5000,92
28550,45.0000,89
28554,44.5000,88
28557,45.0000,89
28560,1.0000,1
28561,47.0000,93
28563,43.0000,85
28565,3.5000,6
28569,45.5000,90
28570,45.0000,89
28572,1.5000,2
28573,44.0000,87
28575,42.0000,83
28578,4.0000,7
28580,40.5000,80
28582,46.5000,92
28584,12.5000,24
28585,31.5000,62
28586,43.5000,86
28588,35.0000,69
28589,39.0000,77
28590,48.0000,95
28591,24.5000,48
28594,24.5000,48
28595,46.5000,92
28596,44.5000,88
28598,46.0000,91
28601,44.5000,88
28608,24.5000,48
28609,24.5000,48
28610,28.0000,55
28612,24.0000,47
28613,46.0000,91
28615,24.5000,48
28617,41.0000,81
28620,24.0000,47
28621,43.5000,86
28622,42.0000,83
28626,46.5000,92
28631,24.5000,48
28632,45.5000,90
28634,40.0000,79
28635,45.0000,89
28636,44.5000,88
28642,46.0000,91
28644,36.0000,71
28645,42.5000,84
28646,48.0000,95
28647,48.5000,96
28649,17.0000,33
28650,47.5000,94
28655,23.5000,46
28658,43.0000,85
28660,41.5000,82
28661,45.0000,89
28662,47.5000,94
28664,39.5000,78
28668,47.5000,94
28669,43.5000,86
28670,24.0000,47
28671,29.0000,57
28673,44.5000,88
28674,36.5000,72
28675,47.5000,94
28678,26.0000,51
28680,28.5000,56
28682,42.5000,84
28685,27.0000,53
28686,42.5000,84
28688,45.5000,90
28690,21.5000,42
28691,49.0000,97
28693,45.5000,90
28696,48.0000,95
28697,23.0000,45
28703,21.5000,42
28704,45.5000,90
28707,47.0000,93
28708,47.0000,93
28710,46.0000,91
28711,42.5000,84
28715,41.0000,81
28719,44.0000,87
28721,46.5000,92
28724,39.0000,77
28725,41.5000,82
28728,46.0000,91
28729,42.5000,84
28733,38.0000,75
28736,40.0000,79
28737,43.0000,85
28743,44.0000,87
28744,41.5000,82
28745,45.5000,90
28746,45.0000,89
28749,42.0000,83
28750,41.5000,82
28751,45.0000,89
28752,43.0000,85
28753,45.5000,90
28754,40.0000,79
28755,43.0000,85
28757,43.5000,86
28759,43.5000,86
28760,35.0000,69
28763,43.0000,85
28765,46.5000,92
28767,42.0000,83
28769,45.5000,90
28834,15.5000,30
28835,14.0000,27
28836,5.0000,9
28837,14.5000,28
28839,15.0000,29
28843,6.5000,12
28847,13.5000,26
28852,15.0000,29
28855,9.5000,18
28857,17.0000,33
28858,8.0000,15
28859,6.0000,11
28861,5.0000,9
28864,7.0000,13
28865,11.0000,21
28866,15.5000,30
28867,12.0000,23
28868,5.0000,9
28869,8.0000,15
28870,16.0000,31
28871,15.0000,29
28873,15.0000,29
28874,19.5000,38
28875,20.5000,40
28877,12.0000,23
28878,13.5000,26
28883,4.5000,8
