flight_id,flight_no,total_revenue
7882,PG0062,125200.00
7891,PG0062,119800.00
33095,PG0063,65800.00
33061,PG0063,92800.00
7881,PG0062,76100.00
33075,PG0063,119800.00
7901,PG0062,86900.00
33116,PG0063,92300.00
7861,PG0062,70200.00
33063,PG0063,87400.00
7913,PG0062,76100.00
7866,PG0062,64800.00
33082,PG0063,87400.00
7885,PG0062,119800.00
33076,PG0063,113400.00
33087,PG0063,91800.00
33091,PG0063,55000.00
7915,PG0062,76100.00
7912,PG0062,75600.00
33093,PG0063,91800.00
33111,PG0063,76600.00
7906,PG0062,92300.00
7879,PG0062,81000.00
33085,PG0063,118800.00
33094,PG0063,71200.00
7858,PG0062,98200.00
33074,PG0063,93300.00
7876,PG0062,70200.00
7869,PG0062,109000.00
33121,PG0063,98700.00
7865,PG0062,92800.00
33106,PG0063,87400.00
33104,PG0063,70200.00
7897,PG0062,119300.00
33084,PG0063,91800.00
7902,PG0062,82000.00
33090,PG0063,76100.00
7893,PG0062,103600.00
33098,PG0063,49100.00
7896,PG0062,98700.00
7907,PG0062,70200.00
33102,PG0063,38300.00
33079,PG0063,65800.00
7873,PG0062,59900.00
33112,PG0063,103600.00
33062,PG0063,37800.00
7909,PG0062,109500.00
7900,PG0062,97700.00
7874,PG0062,76100.00
33107,PG0063,54500.00
33077,PG0063,54000.00
7890,PG0062,71200.00
33097,PG0063,16200.00
7878,PG0062,86400.00
33119,PG0063,21600.00
7857,PG0062,82000.00
7910,PG0062,87400.00
33066,PG0063,27000.00
33081,PG0063,27000.00
7860,PG0062,65300.00
7892,PG0062,64800.00
7917,PG0062,48600.00
7883,PG0062,54000.00
7898,PG0062,32900.00
33086,PG0063,16200.00
7889,PG0062,37800.00
4920,PG0358,21200.00
33025,PG0359,21800.00
33038,PG0359,26500.00
4918,PG0358,26500.00
33028,PG0359,47700.00
33006,PG0359,32400.00
33060,PG0359,37700.00
4934,PG0358,26500.00
33020,PG0359,91300.00
33057,PG0359,27100.00
33010,PG0359,26500.00
4906,PG0358,31800.00
33005,PG0359,37700.00
4914,PG0358,21800.00
4912,PG0358,26500.00
4882,PG0358,32400.00
4905,PG0358,37100.00
33031,PG0359,22400.00
33026,PG0359,43000.00
4931,PG0358,37100.00
33044,PG0359,59500.00
4891,PG0358,37700.00
33032,PG0359,64800.00
4923,PG0358,43000.00
33001,PG0359,37100.00
33030,PG0359,64800.00
33039,PG0359,37100.00
4900,PG0358,26500.00
4927,PG0358,53000.00
4886,PG0358,42400.00
4903,PG0358,53600.00
33048,PG0359,32400.00
4902,PG0358,31800.00
4887,PG0358,32400.00
33011,PG0359,42400.00
4890,PG0358,43000.00
33016,PG0359,43000.00
33056,PG0359,21200.00
33008,PG0359,31800.00
4893,PG0358,26500.00
33035,PG0359,53600.00
4879,PG0358,37100.00
33043,PG0359,64800.00
4889,PG0358,37700.00
33013,PG0359,37700.00
4888,PG0358,58300.00
4929,PG0358,53600.00
33036,PG0359,48300.00
4919,PG0358,48300.00
4936,PG0358,37700.00
33040,PG0359,42400.00
4892,PG0358,31800.00
33049,PG0359,54200.00
33059,PG0359,31800.00
4880,PG0358,42400.00
33009,PG0359,21200.00
4877,PG0358,48900.00
33033,PG0359,26500.00
33004,PG0359,58900.00
4932,PG0358,48300.00
4878,PG0358,26500.00
33058,PG0359,37700.00
4897,PG0358,58900.00
33012,PG0359,48900.00
4915,PG0358,43600.00
33019,PG0359,47700.00
4885,PG0358,31800.00
33027,PG0359,43000.00
33000,PG0359,33000.00
4925,PG0358,37100.00
4898,PG0358,26500.00
33051,PG0359,37700.00
4883,PG0358,43600.00
33003,PG0359,32400.00
33022,PG0359,32400.00
4922,PG0358,37100.00
33041,PG0359,32400.00
4881,PG0358,43000.00
33018,PG0359,10600.00
33007,PG0359,42400.00
4924,PG0358,43000.00
33017,PG0359,15900.00
33037,PG0359,21200.00
33014,PG0359,31800.00
4907,PG0358,59500.00
4928,PG0358,21200.00
4930,PG0358,53600.00
4917,PG0358,32400.00
4876,PG0358,31800.00
4913,PG0358,32400.00
4904,PG0358,21200.00
33054,PG0359,10600.00
4896,PG0358,21200.00
33021,PG0359,5300.00
4926,PG0358,22400.00
33034,PG0359,10600.00
33023,PG0359,11200.00
4935,PG0358,31800.00
33024,PG0359,10600.00
10341,PG0376,420600.00
10349,PG0376,449800.00
10342,PG0376,449800.00
10340,PG0376,417400.00
10359,PG0376,466800.00
10333,PG0376,417400.00
10374,PG0376,480600.00
10344,PG0376,451400.00
10316,PG0376,545400.00
21937,PG0377,282000.00
21933,PG0377,282000.00
21909,PG0377,292600.00
21948,PG0377,188000.00
21955,PG0377,78600.00
21967,PG0377,169400.00
21930,PG0377,200200.00
21923,PG0377,61600.00
10329,PG0376,186400.00
21938,PG0377,63200.00
3899,PG0126,216700.00
21896,PG0127,220500.00
3913,PG0126,356500.00
21897,PG0127,218600.00
3893,PG0126,198900.00
21895,PG0127,216700.00
21894,PG0127,279600.00
3909,PG0126,277700.00
3889,PG0126,297400.00
3928,PG0126,319000.00
21901,PG0127,200800.00
3927,PG0126,218600.00
21899,PG0127,118200.00
3908,PG0126,216700.00
21902,PG0127,197000.00
3878,PG0126,177300.00
21900,PG0127,198900.00
3873,PG0126,198900.00
3903,PG0126,340600.00
21912,PG0377,123200.00
3925,PG0126,120100.00
21856,PG0127,297400.00
21855,PG0127,104200.00
21858,PG0127,179200.00
3879,PG0126,159500.00
21859,PG0127,218600.00
21857,PG0127,177300.00
3901,PG0126,118200.00
21861,PG0127,137900.00
21860,PG0127,197000.00
3926,PG0126,139800.00
3918,PG0126,118200.00
3891,PG0126,139800.00
21862,PG0127,157600.00
21864,PG0127,216700.00
3875,PG0126,159500.00
21863,PG0127,198900.00
21865,PG0127,258000.00
3898,PG0126,177300.00
3931,PG0126,216700.00
21868,PG0127,197000.00
21867,PG0127,137900.00
3905,PG0126,202700.00
3877,PG0126,139800.00
21866,PG0127,356500.00
21870,PG0127,197000.00
3880,PG0126,236400.00
3896,PG0126,197000.00
21869,PG0127,157600.00
3911,PG0126,198900.00
21871,PG0127,179200.00
3932,PG0126,159500.00
3872,PG0126,197000.00
21873,PG0127,218600.00
21872,PG0127,157600.00
3897,PG0126,277700.00
21874,PG0127,259900.00
21880,PG0127,295500.00
3882,PG0126,299300.00
3906,PG0126,179200.00
21875,PG0127,218600.00
21876,PG0127,137900.00
21877,PG0127,202700.00
3885,PG0126,218600.00
21878,PG0127,197000.00
3900,PG0126,159500.00
3915,PG0126,220500.00
21882,PG0127,139800.00
21879,PG0127,197000.00
3930,PG0126,157600.00
3924,PG0126,236400.00
21883,PG0127,334900.00
3907,PG0126,139800.00
21886,PG0127,275800.00
21885,PG0127,177300.00
3895,PG0126,137900.00
21881,PG0127,218600.00
3883,PG0126,279600.00
21847,PG0127,118200.00
3910,PG0126,258000.00
3921,PG0126,200800.00
21884,PG0127,218600.00
21887,PG0127,240200.00
3914,PG0126,198900.00
21890,PG0127,236400.00
3904,PG0126,236400.00
3929,PG0126,200800.00
3892,PG0126,240200.00
21888,PG0127,179200.00
21891,PG0127,259900.00
3881,PG0126,177300.00
21889,PG0127,118200.00
3923,PG0126,177300.00
3886,PG0126,277700.00
21898,PG0127,139800.00
21903,PG0127,59100.00
3884,PG0126,137900.00
3894,PG0126,61000.00
12304,PG0259,108500.00
12303,PG0259,90700.00
29615,PG0260,322100.00
29608,PG0260,89000.00
29595,PG0260,142400.00
29599,PG0260,108500.00
7477,PG0066,137500.00
29558,PG0067,125000.00
29567,PG0067,152600.00
29538,PG0067,200000.00
29563,PG0067,250000.00
29581,PG0067,242700.00
7507,PG0066,150000.00
29577,PG0067,126300.00
7530,PG0066,140100.00
29545,PG0067,177600.00
7478,PG0066,162500.00
29566,PG0067,263800.00
29532,PG0067,265100.00
29546,PG0067,328900.00
7523,PG0066,126300.00
7521,PG0066,175000.00
29561,PG0067,226300.00
29531,PG0067,175000.00
7501,PG0066,165100.00
7514,PG0066,215100.00
7518,PG0066,217700.00
29585,PG0067,265100.00
7485,PG0066,175000.00
29551,PG0067,288800.00
29562,PG0067,291400.00
7520,PG0066,165100.00
29565,PG0067,237500.00
29584,PG0067,188800.00
7505,PG0066,251300.00
7482,PG0066,265100.00
29560,PG0067,238800.00
7504,PG0066,237500.00
7491,PG0066,175000.00
29556,PG0067,292700.00
29582,PG0067,215100.00
7475,PG0066,200000.00
7490,PG0066,265100.00
7519,PG0066,203900.00
29539,PG0067,302600.00
29529,PG0067,188800.00
7526,PG0066,265100.00
29537,PG0067,190100.00
29533,PG0067,176300.00
29530,PG0067,188800.00
7481,PG0066,227600.00
29576,PG0067,340100.00
7488,PG0066,253900.00
7509,PG0066,226300.00
29578,PG0067,215100.00
29575,PG0067,200000.00
7479,PG0066,226300.00
7489,PG0066,226300.00
29588,PG0067,266400.00
29557,PG0067,226300.00
7487,PG0066,265100.00
29549,PG0067,215100.00
7484,PG0066,263800.00
7483,PG0066,212500.00
7525,PG0066,237500.00
29586,PG0067,175000.00
7533,PG0066,201300.00
29553,PG0067,187500.00
29579,PG0067,242700.00
7494,PG0066,203900.00
29544,PG0067,265100.00
7516,PG0066,215100.00
7513,PG0066,240100.00
7493,PG0066,216400.00
29542,PG0067,316400.00
29589,PG0067,250000.00
29570,PG0067,250000.00
7511,PG0066,313800.00
29547,PG0067,227600.00
7531,PG0066,251300.00
29554,PG0067,163800.00
7508,PG0066,302600.00
29548,PG0067,177600.00
7502,PG0066,163800.00
7480,PG0066,215100.00
29555,PG0067,127600.00
7503,PG0066,163800.00
7517,PG0066,190100.00
29534,PG0067,138800.00
7476,PG0066,251300.00
29535,PG0067,100000.00
29587,PG0067,88800.00
7500,PG0066,288800.00
29583,PG0067,38800.00
29559,PG0067,88800.00
7524,PG0066,188800.00
29571,PG0067,126300.00
29572,PG0067,88800.00
7529,PG0066,190100.00
7498,PG0066,166400.00
7499,PG0066,165100.00
7515,PG0066,226300.00
29580,PG0067,12500.00
4432,PG0448,73200.00
29527,PG0449,283000.00
29504,PG0449,159800.00
29507,PG0449,123200.00
4446,PG0448,135400.00
29510,PG0449,248800.00
29516,PG0449,195200.00
4423,PG0448,123200.00
29525,PG0449,319600.00
4433,PG0448,234200.00
4440,PG0448,211000.00
29503,PG0449,207400.00
4436,PG0448,174400.00
29521,PG0449,395200.00
4439,PG0448,331800.00
29511,PG0449,220800.00
4443,PG0448,233000.00
29519,PG0449,173200.00
4426,PG0448,233000.00
4428,PG0448,319600.00
29505,PG0449,245200.00
29523,PG0449,259800.00
29508,PG0449,306200.00
4437,PG0448,268400.00
4435,PG0448,220800.00
29512,PG0449,184200.00
4441,PG0448,269600.00
29522,PG0449,308600.00
4438,PG0448,207400.00
29520,PG0449,235400.00
4448,PG0448,211000.00
29528,PG0449,208600.00
4442,PG0448,344000.00
29515,PG0449,173200.00
29514,PG0449,172000.00
4425,PG0448,222000.00
29513,PG0449,159800.00
4445,PG0448,208600.00
4431,PG0448,257400.00
29526,PG0449,123200.00
4430,PG0448,235400.00
29509,PG0449,61000.00
4434,PG0448,159800.00
4422,PG0448,223200.00
4424,PG0448,74400.00
4427,PG0448,62200.00
18462,PG0070,14700.00
27100,PG0592,492800.00
18443,PG0070,19600.00
27078,PG0592,495700.00
18437,PG0070,9800.00
27056,PG0592,1023700.00
18450,PG0070,19600.00
27088,PG0592,466800.00
18461,PG0070,19600.00
27105,PG0592,1658200.00
7117,PG0591,753700.00
27153,PG0071,19600.00
7106,PG0591,814500.00
27164,PG0071,34300.00
7138,PG0591,408800.00
27162,PG0071,4900.00
7129,PG0591,319000.00
27170,PG0071,4900.00
7119,PG0591,232000.00
27167,PG0071,14700.00
7114,PG0591,144900.00
27179,PG0071,4900.00
18478,PG0070,9800.00
27073,PG0592,521800.00
10176,PG0583,11600.00
10189,PG0583,40600.00
10141,PG0583,29000.00
10238,PG0583,11600.00
5258,PG0277,2732800.00
10197,PG0583,34800.00
18304,PG0585,17400.00
18347,PG0585,11600.00
18284,PG0585,11600.00
18343,PG0585,11600.00
7094,PG0591,434900.00
27159,PG0071,9800.00
7090,PG0591,58000.00
18337,PG0585,11600.00
5245,PG0277,282800.00
10165,PG0583,11600.00
7774,PG0224,463800.00
7758,PG0224,112000.00
7729,PG0224,93900.00
27074,PG0592,524800.00
27262,PG0428,306000.00
31773,PG0429,155600.00
31784,PG0429,433500.00
27267,PG0428,670800.00
27270,PG0428,285700.00
31775,PG0429,589100.00
27257,PG0428,443900.00
31770,PG0429,308600.00
27271,PG0428,413200.00
31778,PG0429,535500.00
27263,PG0428,487100.00
27266,PG0428,466800.00
31785,PG0429,436100.00
31782,PG0429,535500.00
27268,PG0428,438700.00
31786,PG0429,410600.00
27258,PG0428,408000.00
31777,PG0429,410600.00
27269,PG0428,492300.00
31771,PG0429,357000.00
27272,PG0428,619800.00
31780,PG0429,596900.00
27255,PG0428,285700.00
31779,PG0429,441300.00
27260,PG0428,642700.00
31781,PG0429,668200.00
27256,PG0428,283100.00
31772,PG0429,413200.00
7116,PG0591,289800.00
31774,PG0429,153000.00
24986,PG0154,79100.00
24965,PG0154,15500.00
24979,PG0154,189200.00
24989,PG0154,187600.00
24980,PG0154,124000.00
24973,PG0154,234100.00
24982,PG0154,218600.00
24976,PG0154,313200.00
24969,PG0154,141100.00
24972,PG0154,108500.00
24977,PG0154,186000.00
24981,PG0154,158200.00
24987,PG0154,172100.00
24966,PG0154,249600.00
24978,PG0154,186000.00
24988,PG0154,156600.00
24970,PG0154,297700.00
24983,PG0154,124000.00
24968,PG0154,237300.00
24984,PG0154,77500.00
24985,PG0154,187600.00
24964,PG0154,124000.00
6469,PG0679,45000.00
21420,PG0257,19800.00
31748,PG0155,46500.00
31757,PG0155,187600.00
31742,PG0155,124000.00
31754,PG0155,172100.00
31759,PG0155,173700.00
31750,PG0155,187600.00
31741,PG0155,170500.00
31735,PG0155,124000.00
31753,PG0155,127200.00
31743,PG0155,234100.00
31738,PG0155,139500.00
31745,PG0155,155000.00
31744,PG0155,186000.00
31752,PG0155,124000.00
31739,PG0155,203100.00
31737,PG0155,358100.00
31749,PG0155,186000.00
31751,PG0155,187600.00
31747,PG0155,249600.00
7103,PG0591,87000.00
31756,PG0155,189200.00
31755,PG0155,139500.00
24617,PG0302,993500.00
31740,PG0155,77500.00
24971,PG0154,15500.00
6450,PG0679,75000.00
21468,PG0257,19800.00
6474,PG0679,15000.00
21383,PG0680,45000.00
27265,PG0428,25500.00
31696,PG0258,21200.00
21346,PG0680,61500.00
31659,PG0258,26400.00
21339,PG0680,75000.00
31665,PG0258,33000.00
6762,PG0301,272200.00
28100,PG0129,91000.00
28148,PG0129,117000.00
28099,PG0129,106600.00
28110,PG0129,104000.00
7191,PG0128,92300.00
7185,PG0128,26000.00
7169,PG0128,26000.00
7182,PG0128,66300.00
7205,PG0128,104000.00
7225,PG0128,26000.00
25108,PG0453,1168500.00
6842,PG0452,674900.00
12211,PG0184,507300.00
15349,PG0175,372500.00
12197,PG0184,456600.00
15358,PG0175,390900.00
12174,PG0184,467500.00
15392,PG0175,372500.00
5638,PG0174,476500.00
15425,PG0185,496400.00
5641,PG0174,297200.00
15417,PG0185,246700.00
5635,PG0174,420700.00
15414,PG0185,441500.00
5646,PG0174,223900.00
15411,PG0185,246800.00
5618,PG0174,278700.00
15405,PG0185,289200.00
5656,PG0174,140300.00
15408,PG0185,137100.00
5611,PG0174,65000.00
15402,PG0185,68500.00
5623,PG0174,111400.00
15399,PG0185,111200.00
5658,PG0174,74300.00
7408,PG0241,63100.00
19301,PG0300,23400.00
19333,PG0300,35100.00
19290,PG0300,35100.00
19297,PG0300,35100.00
19343,PG0300,23400.00
19319,PG0300,35100.00
19307,PG0300,35100.00
19346,PG0300,46800.00
19344,PG0300,11700.00
6173,PG0299,11700.00
6128,PG0299,23400.00
6129,PG0299,93600.00
6150,PG0299,23400.00
6170,PG0299,35100.00
23897,PG0262,193100.00
23888,PG0262,167700.00
6672,PG0261,102900.00
6686,PG0261,129600.00
6684,PG0261,63500.00
6682,PG0261,38100.00
20399,PG0180,15900.00
20348,PG0180,4000.00
20424,PG0180,20000.00
20347,PG0180,39900.00
20374,PG0180,28000.00
20372,PG0180,51800.00
6287,PG0178,71900.00
20334,PG0180,64300.00
20360,PG0180,63700.00
20314,PG0180,92200.00
20341,PG0180,72200.00
6351,PG0178,39900.00
6249,PG0178,36700.00
20332,PG0180,83700.00
20356,PG0180,84100.00
6324,PG0178,16000.00
20378,PG0180,72500.00
20320,PG0180,44700.00
6236,PG0178,16400.00
6280,PG0178,8000.00
20361,PG0180,16000.00
20345,PG0180,24400.00
6334,PG0178,19900.00
20407,PG0180,16000.00
6350,PG0178,11900.00
20331,PG0180,4000.00
20351,PG0180,15900.00
25029,PG0044,39600.00
25016,PG0044,61400.00
25036,PG0044,29700.00
25027,PG0044,49500.00
24990,PG0044,50500.00
25046,PG0044,29700.00
6803,PG0043,19800.00
6772,PG0043,39600.00
6782,PG0043,39600.00
6802,PG0043,29700.00
27622,PG0664,957200.00
7151,PG0663,750800.00
7467,PG0505,64100.00
7413,PG0505,32100.00
8632,PG0474,156600.00
8602,PG0474,42600.00
8517,PG0474,109800.00
9345,PG0356,558900.00
5553,PG0547,465900.00
5557,PG0547,199700.00
5598,PG0547,66600.00
5566,PG0547,432800.00
5586,PG0547,66600.00
30686,PG0522,348800.00
30656,PG0522,107200.00
30641,PG0522,80500.00
7343,PG0637,84700.00
7341,PG0637,16200.00
28734,PG0040,16300.00
7321,PG0637,61600.00
7340,PG0637,15400.00
28720,PG0040,6400.00
7304,PG0637,38500.00
28738,PG0040,16300.00
7319,PG0637,7700.00
28727,PG0040,9700.00
7328,PG0637,38500.00
28714,PG0040,9900.00
7322,PG0637,30800.00
7303,PG0637,30800.00
28722,PG0040,12800.00
5009,PG0469,324600.00
5105,PG0469,264000.00
5157,PG0469,229200.00
5109,PG0469,90600.00
4992,PG0469,108000.00
26885,PG0678,262200.00
7067,PG0677,313100.00
7060,PG0677,213200.00
7030,PG0677,578500.00
7051,PG0677,413100.00
7068,PG0677,491800.00
7086,PG0677,49200.00
7046,PG0677,165600.00
19528,PG0121,415200.00
19552,PG0121,1461200.00
19534,PG0121,1502700.00
19581,PG0121,1286600.00
19546,PG0121,1502700.00
19567,PG0121,1336600.00
6222,PG0120,2000900.00
6226,PG0120,917500.00
6218,PG0120,830200.00
6217,PG0120,1166400.00
6202,PG0120,1216500.00
6197,PG0120,1041900.00
6208,PG0120,294800.00
6198,PG0120,456500.00
5253,PG0277,1212400.00
5292,PG0277,644000.00
29729,PG0656,15600.00
11476,PG0166,24600.00
11442,PG0166,24000.00
11441,PG0166,64900.00
11438,PG0166,20000.00
29766,PG0167,24000.00
10765,PG0655,31200.00
29770,PG0167,8000.00
10796,PG0655,15600.00
29759,PG0167,40000.00
29782,PG0167,32300.00
29808,PG0167,32300.00
26972,PG0151,56000.00
27017,PG0151,104400.00
26973,PG0151,120400.00
26999,PG0151,100000.00
26994,PG0151,100800.00
26964,PG0151,40400.00
27005,PG0151,8000.00
27009,PG0151,44400.00
27001,PG0151,28000.00
20568,PG0512,56400.00
23227,PG0101,127500.00
23228,PG0101,108700.00
23242,PG0101,104500.00
6588,PG0041,104500.00
6576,PG0041,62700.00
6545,PG0089,16100.00
6531,PG0089,48400.00
22881,PG0642,6900.00
6543,PG0089,64400.00
22882,PG0642,27600.00
6529,PG0089,80600.00
22912,PG0642,14500.00
6451,PG0679,15000.00
6459,PG0679,15000.00
19070,PG0662,111500.00
19077,PG0662,356800.00
6108,PG0661,223000.00
6111,PG0661,89200.00
10602,PG0295,3000.00
27684,PG0297,3000.00
27740,PG0297,9000.00
20931,PG0379,250000.00
11187,PG0378,1189200.00
11238,PG0378,1401300.00
11225,PG0378,1019400.00
11197,PG0378,826400.00
11216,PG0378,116500.00
11185,PG0378,152800.00
11226,PG0378,229000.00
18571,PG0292,396900.00
18565,PG0292,350500.00
18572,PG0292,420200.00
18579,PG0292,441000.00
18586,PG0292,371300.00
6079,PG0291,373700.00
6089,PG0291,232100.00
6059,PG0291,69600.00
6037,PG0291,232300.00
6076,PG0291,23200.00
6052,PG0291,92900.00
32948,PG0550,166100.00
32999,PG0550,167600.00
32978,PG0550,151000.00
32975,PG0550,166100.00
32983,PG0550,152500.00
7820,PG0549,181200.00
7797,PG0549,107200.00
7853,PG0549,75500.00
7816,PG0549,60400.00
7814,PG0549,15100.00
7818,PG0549,15100.00
7840,PG0549,15100.00
12554,PG0504,474800.00
12534,PG0504,470400.00
12533,PG0504,477000.00
12510,PG0504,515200.00
12523,PG0504,430000.00
12548,PG0504,539800.00
5410,PG0503,515200.00
5415,PG0503,295600.00
5400,PG0503,315800.00
5402,PG0503,358400.00
5379,PG0503,474800.00
5390,PG0503,67200.00
5412,PG0503,136600.00
5408,PG0503,69400.00
5397,PG0503,24600.00
20536,PG0698,7600.00
5748,PG0456,6800.00
16432,PG0458,20400.00
5759,PG0456,6800.00
5740,PG0456,6800.00
5795,PG0456,27200.00
16423,PG0458,20400.00
5824,PG0456,20400.00
16415,PG0458,20400.00
5788,PG0456,13600.00
5755,PG0456,27200.00
5851,PG0456,13600.00
5849,PG0456,6800.00
5819,PG0456,20400.00
5761,PG0456,6800.00
5799,PG0456,34000.00
5802,PG0456,6800.00
5756,PG0456,47600.00
5804,PG0456,34000.00
5839,PG0456,6800.00
5777,PG0456,20400.00
5806,PG0456,6800.00
5745,PG0456,20400.00
5834,PG0456,13600.00
5841,PG0456,6800.00
5784,PG0456,13600.00
5825,PG0456,20400.00
5781,PG0456,20400.00
5815,PG0456,34000.00
5742,PG0456,6800.00
5789,PG0456,27200.00
5822,PG0456,40800.00
5753,PG0456,13600.00
5764,PG0456,20400.00
5835,PG0456,13600.00
5840,PG0456,27200.00
5813,PG0456,20400.00
5768,PG0456,13600.00
5791,PG0456,6800.00
5765,PG0456,20400.00
5763,PG0456,20400.00
5844,PG0456,6800.00
5751,PG0456,13600.00
5832,PG0456,20400.00
5786,PG0456,6800.00
5734,PG0456,13600.00
5809,PG0456,13600.00
5796,PG0456,13600.00
5760,PG0456,40800.00
5842,PG0456,6800.00
5801,PG0456,6800.00
5816,PG0456,6800.00
28327,PG0514,11600.00
28343,PG0514,11600.00
28360,PG0514,17400.00
28344,PG0514,11600.00
28348,PG0514,23200.00
28300,PG0514,5800.00
28322,PG0514,29000.00
28314,PG0514,11600.00
7254,PG0513,17400.00
7265,PG0513,11600.00
7276,PG0513,11600.00
7271,PG0513,11600.00
7229,PG0513,5800.00
7261,PG0513,11600.00
7007,PG0283,14800.00
26083,PG0466,7800.00
6977,PG0283,7400.00
26045,PG0466,3900.00
11107,PG0569,340000.00
11129,PG0569,293000.00
11087,PG0569,174400.00
11113,PG0569,40200.00
11116,PG0569,127000.00
11092,PG0569,39400.00
33092,PG0063,27500.00
33114,PG0063,37800.00
33110,PG0063,22100.00
33101,PG0063,32900.00
33096,PG0063,27000.00
7914,PG0062,37800.00
7872,PG0062,27500.00
7888,PG0062,16700.00
7864,PG0062,21600.00
7886,PG0062,16700.00
10357,PG0376,94000.00
29573,PG0067,88800.00
29541,PG0067,100000.00
29568,PG0067,100000.00
29543,PG0067,77600.00
29550,PG0067,102600.00
29540,PG0067,87500.00
7510,PG0066,126300.00
7473,PG0066,138800.00
7527,PG0066,112500.00
7474,PG0066,76300.00
7497,PG0066,50000.00
7496,PG0066,51300.00
7486,PG0066,76300.00
7512,PG0066,12500.00
7495,PG0066,12500.00
7532,PG0066,25000.00
7506,PG0066,12500.00
8916,PG0438,20800.00
6734,PG0301,51000.00
27055,PG0592,376800.00
23602,PG0648,19600.00
23613,PG0648,29400.00
23624,PG0648,9800.00
23625,PG0648,20600.00
23599,PG0648,19600.00
23592,PG0648,39200.00
23612,PG0648,29400.00
23639,PG0648,19600.00
23608,PG0648,49000.00
23622,PG0648,20600.00
23597,PG0648,51000.00
6634,PG0647,29400.00
6627,PG0647,29400.00
6658,PG0647,9800.00
18053,PG0704,2264700.00
5992,PG0703,996200.00
5986,PG0703,1593900.00
6009,PG0703,464800.00
6032,PG0703,332100.00
15345,PG0175,158900.00
15215,PG0133,21000.00
4197,PG0200,1352000.00
4239,PG0200,650200.00
26599,PG0201,2202000.00
26603,PG0201,1030200.00
7698,PG0158,3700.00
15791,PG0699,179800.00
19689,PG0700,268900.00
19665,PG0700,251900.00
19678,PG0700,221900.00
19705,PG0700,350700.00
19690,PG0700,327200.00
19712,PG0700,212200.00
19670,PG0700,285900.00
15793,PG0699,187100.00
19683,PG0700,326400.00
19681,PG0700,302100.00
15798,PG0699,179800.00
19695,PG0700,343400.00
19679,PG0700,294800.00
15799,PG0699,187100.00
15801,PG0699,172500.00
19698,PG0700,244600.00
15804,PG0699,179800.00
19723,PG0700,343400.00
15806,PG0699,187100.00
19704,PG0700,268900.00
15811,PG0699,180600.00
15812,PG0699,219500.00
19694,PG0700,383900.00
15815,PG0699,195200.00
19710,PG0700,342600.00
19693,PG0700,310200.00
15817,PG0699,252700.00
19708,PG0700,343400.00
15819,PG0699,334500.00
19676,PG0700,366900.00
15822,PG0699,270500.00
19668,PG0700,327200.00
15825,PG0699,335300.00
15789,PG0699,392000.00
19702,PG0700,302100.00
19700,PG0700,309400.00
15830,PG0699,358800.00
19714,PG0700,350700.00
15832,PG0699,285900.00
19692,PG0700,333700.00
19664,PG0700,327200.00
15836,PG0699,293200.00
19688,PG0700,309400.00
15837,PG0699,318300.00
19672,PG0700,350700.00
15840,PG0699,383900.00
15841,PG0699,343400.00
15845,PG0699,358800.00
15847,PG0699,285900.00
19666,PG0700,392000.00
19677,PG0700,311000.00
15827,PG0699,318300.00
19711,PG0700,310200.00
15844,PG0699,269700.00
19718,PG0700,309400.00
15826,PG0699,334500.00
15813,PG0699,318300.00
19684,PG0700,408200.00
15795,PG0699,358000.00
19671,PG0700,383900.00
19703,PG0700,375800.00
19701,PG0700,383900.00
19722,PG0700,358800.00
15809,PG0699,284300.00
15848,PG0699,327200.00
19709,PG0700,400100.00
15846,PG0699,326400.00
15839,PG0699,334500.00
19719,PG0700,343400.00
15834,PG0699,327200.00
19686,PG0700,392000.00
19663,PG0700,311000.00
19667,PG0700,262400.00
15828,PG0699,334500.00
15821,PG0699,294000.00
19675,PG0700,235700.00
19674,PG0700,130400.00
15816,PG0699,334500.00
19691,PG0700,400100.00
15808,PG0699,302100.00
15802,PG0699,367700.00
15797,PG0699,342600.00
15790,PG0699,268100.00
19713,PG0700,122300.00
19682,PG0700,162000.00
15796,PG0699,310200.00
19669,PG0700,106900.00
15807,PG0699,366900.00
6193,PG0120,456600.00
19716,PG0700,74500.00
6182,PG0120,290500.00
19685,PG0700,57500.00
15820,PG0699,375800.00
19687,PG0700,123100.00
19706,PG0700,72900.00
15831,PG0699,343400.00
15842,PG0699,308600.00
19699,PG0700,16200.00
15823,PG0699,309400.00
15803,PG0699,245400.00
15833,PG0699,228400.00
15849,PG0699,237300.00
6176,PG0120,41500.00
15838,PG0699,235700.00
11184,PG0378,324500.00
20882,PG0125,258200.00
11097,PG0569,86800.00
11391,PG0599,363800.00
11363,PG0599,67800.00
11401,PG0599,343400.00
11364,PG0599,80400.00
11386,PG0599,257200.00
11417,PG0599,187800.00
11365,PG0599,249000.00
11408,PG0599,304700.00
11374,PG0599,41000.00
11380,PG0599,316800.00
11367,PG0599,324200.00
11370,PG0599,310500.00
11421,PG0599,418100.00
11384,PG0599,524100.00
11376,PG0599,377700.00
11394,PG0599,283200.00
11389,PG0599,329500.00
11378,PG0599,174400.00
11411,PG0599,384500.00
11399,PG0599,365300.00
11402,PG0599,336300.00
11416,PG0599,425100.00
11419,PG0599,242400.00
11412,PG0599,230100.00
11404,PG0599,450900.00
11392,PG0599,336300.00
