flight_id,flight_no,departure_delay_minutes
24732,PG0632,1
24734,PG0632,3
24735,PG0632,4
24738,PG0632,4
24739,PG0632,4
24740,PG0632,2
24742,PG0632,2
24743,PG0632,5
24747,PG0111,5
24753,PG0111,4
24756,PG0111,5
24757,PG0111,1
24758,PG0111,1
24761,PG0111,4
24762,PG0111,5
24763,PG0111,3
24766,PG0111,1
24767,PG0111,2
24768,PG0111,3
24769,PG0111,1
24771,PG0111,3
24772,PG0111,4
24774,PG0111,3
24775,PG0111,5
24782,PG0111,3
24783,PG0111,1
24786,PG0111,3
24789,PG0111,3
24790,PG0111,2
24791,PG0111,1
24793,PG0111,4
24796,PG0111,3
24799,PG0111,4
24800,PG0111,5
24803,PG0111,3
24804,PG0111,2
24806,PG0111,3
24807,PG0280,3
24809,PG0280,4
24810,PG0280,2
24812,PG0280,3
24816,PG0014,4
24820,PG0014,5
24823,PG0014,1
24825,PG0014,3
24828,PG0014,4
24833,PG0014,4
24835,PG0014,3
24836,PG0014,4
24837,PG0014,1
24839,PG0014,7
24840,PG0014,4
24841,PG0014,1
24843,PG0014,2
24844,PG0014,6
24850,PG0014,5
24852,PG0014,1
24854,PG0014,3
24855,PG0014,4
24856,PG0014,4
24857,PG0014,2
24858,PG0014,3
24859,PG0014,187
24861,PG0014,1
24865,PG0014,4
24867,PG0014,7
24869,PG0014,1
24871,PG0014,3
24872,PG0014,214
24873,PG0014,4
24875,PG0014,4
24882,PG0445,6
24883,PG0445,3
24885,PG0445,1
24887,PG0445,2
24893,PG0445,1
24894,PG0445,3
24896,PG0445,3
24897,PG0445,6
24898,PG0445,3
24901,PG0445,1
24902,PG0445,1
24905,PG0445,2
24906,PG0445,3
24907,PG0445,6
24909,PG0445,1
24910,PG0445,2
24912,PG0445,6
24915,PG0445,3
24916,PG0445,2
24918,PG0445,3
24922,PG0445,1
24924,PG0445,5
24925,PG0445,4
24927,PG0445,2
24928,PG0445,2
24931,PG0445,2
24933,PG0445,2
24935,PG0445,4
24938,PG0578,2
24939,PG0578,2
24941,PG0578,2
24945,PG0578,3
24947,PG0578,3
24948,PG0578,5
24949,PG0578,4
24951,PG0578,5
24955,PG0578,3
24959,PG0578,1
24961,PG0578,5
24962,PG0578,3
24963,PG0578,7
24965,PG0154,3
24969,PG0154,2
24971,PG0154,1
24972,PG0154,2
24973,PG0154,10
24974,PG0154,4
24975,PG0154,3
24976,PG0154,3
24979,PG0154,2
24980,PG0154,160
24982,PG0154,6
24986,PG0154,3
24989,PG0154,1
24990,PG0044,213
24993,PG0044,3
24994,PG0044,1
24997,PG0044,2
24998,PG0044,2
25000,PG0044,3
25003,PG0044,1
25010,PG0044,6
25012,PG0044,3
25014,PG0044,2
25015,PG0044,2
25016,PG0044,4
25017,PG0044,1
25018,PG0044,2
25019,PG0044,4
25020,PG0044,4
25022,PG0044,3
25026,PG0044,4
25027,PG0044,2
25029,PG0044,4
25033,PG0044,3
25034,PG0044,2
25035,PG0044,5
25039,PG0044,1
25040,PG0044,4
25043,PG0044,3
25045,PG0044,3
25050,PG0044,6
25052,PG0117,2
25053,PG0117,2
25055,PG0117,2
25058,PG0117,2
25064,PG0117,3
25065,PG0117,1
25068,PG0117,3
25070,PG0117,1
25074,PG0117,2
25075,PG0117,2
25082,PG0540,2
25083,PG0540,3
25084,PG0540,2
25087,PG0540,3
25089,PG0540,5
25090,PG0540,1
25091,PG0540,5
25092,PG0540,4
25093,PG0540,2
25094,PG0540,7
25096,PG0540,2
25098,PG0540,2
25099,PG0540,4
25102,PG0540,1
25103,PG0453,6
25104,PG0453,5
25108,PG0453,5
25111,PG0453,4
25113,PG0453,3
25115,PG0453,7
25116,PG0453,3
25118,PG0453,3
25124,PG0654,2
25125,PG0654,4
25128,PG0654,4
25131,PG0654,4
25132,PG0654,3
25134,PG0654,4
25136,PG0654,2
25139,PG0654,1
25141,PG0654,162
25142,PG0654,4
25145,PG0654,209
25146,PG0654,3
25148,PG0654,2
25150,PG0654,4
25152,PG0654,5
25153,PG0654,5
25154,PG0654,1
25157,PG0654,3
25158,PG0654,3
25159,PG0654,5
25162,PG0654,3
25166,PG0654,2
25167,PG0654,2
25170,PG0654,2
25174,PG0654,4
25175,PG0654,1
25179,PG0654,1
25185,PG0171,5
25187,PG0171,1
25188,PG0171,4
25189,PG0171,4
25190,PG0595,5
25191,PG0595,2
25192,PG0595,6
25195,PG0595,2
25196,PG0595,5
25199,PG0595,225
25200,PG0595,4
25201,PG0595,3
25207,PG0199,5
25208,PG0199,4
25212,PG0199,2
25213,PG0199,5
25214,PG0199,3
25217,PG0199,2
25219,PG0199,3
25220,PG0199,7
25222,PG0199,1
25223,PG0199,6
25226,PG0199,2
25229,PG0199,4
25234,PG0199,1
25237,PG0199,2
25238,PG0199,2
25241,PG0199,2
25242,PG0199,1
25244,PG0199,4
25245,PG0199,4
25246,PG0199,3
25248,PG0199,2
25250,PG0199,1
25251,PG0199,5
25256,PG0199,1
25259,PG0199,3
25260,PG0199,4
25261,PG0199,3
25263,PG0199,6
25264,PG0199,1
25265,PG0199,5
25267,PG0199,206
25270,PG0499,1
25271,PG0499,194
25272,PG0499,4
25273,PG0499,2
25274,PG0499,8
25276,PG0499,3
25279,PG0499,227
25281,PG0499,1
25284,PG0499,3
25285,PG0499,5
25286,PG0499,5
25289,PG0499,3
25291,PG0499,1
25295,PG0499,4
25296,PG0499,3
25298,PG0499,2
25299,PG0499,2
25306,PG0499,3
25307,PG0499,2
25309,PG0499,4
25310,PG0499,4
25312,PG0499,169
25316,PG0499,5
25318,PG0499,3
25319,PG0499,5
25323,PG0499,4
25326,PG0499,3
25328,PG0499,149
25329,PG0546,1
25330,PG0546,4
25331,PG0546,5
25333,PG0546,9
25334,PG0546,5
25335,PG0546,3
25336,PG0546,6
25337,PG0546,3
25346,PG0546,4
25353,PG0556,4
25355,PG0556,2
25357,PG0556,1
25358,PG0556,4
25360,PG0556,6
25362,PG0556,4
25363,PG0556,4
25365,PG0556,3
25369,PG0556,3
25371,PG0556,5
25373,PG0556,4
25374,PG0556,4
25376,PG0556,5
25377,PG0556,3
25378,PG0556,1
25380,PG0556,3
25381,PG0556,3
25386,PG0556,222
25387,PG0556,2
25388,PG0556,3
25389,PG0556,2
25390,PG0556,2
25392,PG0556,2
25395,PG0556,6
25396,PG0556,2
25399,PG0556,3
25402,PG0556,3
25405,PG0556,5
25406,PG0556,3
25408,PG0268,2
25409,PG0268,3
25411,PG0268,1
25413,PG0268,2
25416,PG0268,3
25419,PG0268,2
25420,PG0268,3
25422,PG0268,5
25426,PG0028,4
25427,PG0028,4
25429,PG0028,162
25432,PG0028,5
25435,PG0028,4
25437,PG0028,2
25438,PG0028,1
25440,PG0028,3
25442,PG0028,1
25444,PG0659,2
25445,PG0659,5
25446,PG0659,1
25448,PG0659,2
25449,PG0659,2
25450,PG0659,6
25453,PG0659,3
25454,PG0659,5
25456,PG0659,210
25458,PG0659,4
25460,PG0659,5
25464,PG0659,3
25466,PG0659,4
25467,PG0659,2
25468,PG0659,4
25474,PG0659,3
25477,PG0659,1
25478,PG0659,1
25480,PG0659,2
25483,PG0659,3
25485,PG0659,2
25486,PG0659,1
25489,PG0659,4
25490,PG0659,2
25491,PG0659,3
25492,PG0659,3
25496,PG0659,1
25498,PG0659,3
25499,PG0659,1
25502,PG0659,3
25504,PG0374,4
25507,PG0374,199
25508,PG0374,2
25511,PG0374,4
25512,PG0603,3
25513,PG0603,6
25516,PG0603,3
25518,PG0603,3
25524,PG0603,4
25526,PG0603,6
25530,PG0603,4
25531,PG0603,3
25532,PG0603,2
25533,PG0603,6
25535,PG0603,3
25538,PG0603,1
25539,PG0603,2
25541,PG0603,3
25543,PG0603,187
25544,PG0603,4
25548,PG0603,5
25549,PG0603,5
25551,PG0603,2
25553,PG0603,6
25554,PG0603,3
25555,PG0603,5
25558,PG0603,3
25560,PG0603,6
25562,PG0603,2
25564,PG0603,3
25565,PG0603,2
25566,PG0603,2
25569,PG0603,3
25570,PG0603,2
25573,PG0606,2
25575,PG0606,3
25576,PG0606,2
25577,PG0606,5
25581,PG0606,3
25582,PG0606,1
25585,PG0606,182
25586,PG0606,4
25588,PG0606,3
25591,PG0606,1
25593,PG0606,4
25595,PG0606,3
25597,PG0606,1
25604,PG0606,2
25605,PG0606,5
25608,PG0606,4
25609,PG0606,3
25610,PG0606,2
25611,PG0606,2
25612,PG0606,3
25618,PG0606,3
25619,PG0606,5
25623,PG0606,5
25624,PG0606,2
25626,PG0606,4
25630,PG0606,1
25631,PG0606,1
25632,PG0606,2
25634,PG0107,3
25635,PG0107,5
25641,PG0107,3
25642,PG0107,4
25647,PG0107,4
25648,PG0107,2
25649,PG0107,5
25652,PG0107,1
25653,PG0107,8
25654,PG0107,4
25657,PG0107,3
25658,PG0107,2
25661,PG0107,2
25664,PG0107,3
25667,PG0107,4
25668,PG0107,199
25670,PG0107,2
25676,PG0107,2
25677,PG0107,3
25678,PG0107,3
25681,PG0107,3
25683,PG0107,4
25684,PG0107,1
25687,PG0107,6
25689,PG0107,5
25691,PG0107,3
25692,PG0107,3
25693,PG0107,4
25695,PG0462,3
25697,PG0462,2
25698,PG0462,2
25699,PG0463,5
25708,PG0462,6
25709,PG0463,6
25710,PG0463,3
25711,PG0463,3
25712,PG0462,3
25717,PG0463,4
25718,PG0462,2
25723,PG0462,2
25724,PG0463,3
25727,PG0463,2
25728,PG0462,6
25729,PG0463,2
25730,PG0462,2
25731,PG0463,3
25732,PG0463,2
25733,PG0462,5
25734,PG0462,3
25735,PG0463,2
25736,PG0462,2
25741,PG0463,3
25742,PG0462,3
25743,PG0463,4
25750,PG0462,2
25751,PG0463,6
25752,PG0463,1
25753,PG0462,2
25754,PG0462,3
25755,PG0463,3
25756,PG0463,1
25757,PG0463,3
25758,PG0462,3
25763,PG0462,2
25764,PG0462,7
25765,PG0462,186
25766,PG0463,5
25769,PG0463,2
25770,PG0462,198
25771,PG0462,5
25773,PG0462,6
25774,PG0463,3
25777,PG0463,4
25778,PG0462,3
25783,PG0463,3
25784,PG0462,5
25785,PG0463,229
25791,PG0463,2
25794,PG0462,2
25798,PG0462,4
25799,PG0463,177
25807,PG0463,1
25808,PG0462,2
25809,PG0463,200
25810,PG0462,3
25813,PG0463,3
25814,PG0462,207
25817,PG0684,1
25821,PG0684,188
25822,PG0684,1
25824,PG0684,2
25825,PG0684,1
25830,PG0684,1
25831,PG0684,2
25833,PG0684,4
25836,PG0684,5
25838,PG0684,6
25839,PG0684,4
25841,PG0684,2
25843,PG0684,2
25845,PG0684,2
25846,PG0684,2
25852,PG0684,3
25853,PG0684,5
25859,PG0684,189
25860,PG0684,1
25863,PG0684,1
25864,PG0684,4
25865,PG0684,3
25867,PG0684,3
25868,PG0684,3
25869,PG0684,1
25870,PG0684,1
25872,PG0684,3
25873,PG0684,1
25876,PG0684,1
25877,PG0684,2
25878,PG0373,3
25879,PG0373,3
25881,PG0373,1
25882,PG0373,3
25883,PG0373,2
25885,PG0373,4
25887,PG0373,4
25888,PG0373,2
25889,PG0373,1
25892,PG0373,2
25893,PG0373,5
25896,PG0373,5
25900,PG0373,1
25908,PG0365,1
25918,PG0365,3
25920,PG0365,3
25921,PG0365,1
25922,PG0365,6
25925,PG0365,4
25926,PG0365,4
25927,PG0365,1
25929,PG0365,7
25930,PG0365,4
25931,PG0365,5
25933,PG0365,1
25934,PG0365,1
25935,PG0365,2
25941,PG0365,5
25942,PG0365,5
25943,PG0365,1
25944,PG0365,4
25946,PG0365,4
25948,PG0365,1
25949,PG0365,1
25952,PG0365,4
25953,PG0365,4
25954,PG0365,229
25956,PG0365,2
25957,PG0365,1
25960,PG0365,2
25962,PG0365,1
25964,PG0365,1
25966,PG0284,2
25968,PG0284,5
25971,PG0284,223
25974,PG0284,5
25978,PG0284,2
25982,PG0284,4
25985,PG0284,4
25986,PG0284,4
25987,PG0284,4
25989,PG0284,1
25993,PG0284,219
25994,PG0284,7
25997,PG0284,2
25999,PG0284,3
26001,PG0284,5
26002,PG0284,2
26003,PG0284,2
26004,PG0284,4
26008,PG0284,3
26010,PG0284,1
26013,PG0284,2
26014,PG0284,3
26015,PG0284,4
26016,PG0284,1
26017,PG0284,225
26018,PG0284,1
26020,PG0284,2
26023,PG0284,3
26025,PG0284,4
26026,PG0018,4
26027,PG0018,3
26028,PG0018,6
26029,PG0018,2
26034,PG0018,5
26035,PG0467,2
26042,PG0466,2
26043,PG0467,3
26047,PG0467,6
26049,PG0466,4
26050,PG0467,3
26051,PG0466,1
26054,PG0467,1
26055,PG0466,6
26056,PG0467,2
26059,PG0466,201
26061,PG0467,4
26062,PG0466,3
26066,PG0466,5
26067,PG0467,2
26069,PG0467,3
26070,PG0466,3
26071,PG0466,4
26076,PG0466,4
26077,PG0467,1
26084,PG0467,218
26085,PG0466,5
26086,PG0467,5
26087,PG0467,203
26088,PG0467,4
26089,PG0467,1
26090,PG0466,2
26091,PG0466,5
26092,PG0467,3
26093,PG0466,1
26094,PG0466,2
26095,PG0466,5
26096,PG0466,5
26101,PG0467,1
26107,PG0466,204
26108,PG0467,6
26109,PG0467,4
26110,PG0466,152
26111,PG0466,238
26112,PG0467,5
26113,PG0466,5
26116,PG0467,3
26125,PG0467,2
26127,PG0466,1
26130,PG0466,6
26131,PG0466,5
26133,PG0467,5
26134,PG0467,3
26137,PG0466,3
26138,PG0467,2
26141,PG0466,2
26142,PG0467,2
26147,PG0466,3
26148,PG0466,2
26153,PG0467,3
26154,PG0467,1
26155,PG0466,221
26156,PG0467,2
26157,PG0209,2
26158,PG0209,2
26162,PG0209,2
26163,PG0209,3
26172,PG0209,178
26173,PG0209,4
26174,PG0209,3
26178,PG0209,3
26179,PG0209,3
26181,PG0209,6
26183,PG0209,4
26184,PG0209,4
26185,PG0209,5
26188,PG0209,6
26189,PG0209,2
26192,PG0209,2
26194,PG0209,6
26195,PG0209,5
26197,PG0209,3
26198,PG0209,2
26200,PG0209,3
26201,PG0209,5
26202,PG0209,3
26203,PG0209,3
26204,PG0209,2
26206,PG0209,2
26207,PG0209,2
26209,PG0209,3
26216,PG0209,3
26218,PG0357,4
26220,PG0357,4
26226,PG0357,3
26227,PG0357,173
26228,PG0357,4
26229,PG0357,2
26233,PG0357,3
26234,PG0357,3
26238,PG0357,1
26240,PG0357,4
26241,PG0357,4
26242,PG0357,4
26243,PG0357,3
26244,PG0357,1
26245,PG0357,1
26246,PG0357,2
26249,PG0357,6
26250,PG0357,4
26251,PG0357,5
26252,PG0357,6
26256,PG0357,3
26258,PG0357,3
26259,PG0357,2
26261,PG0357,173
26265,PG0357,4
26267,PG0357,1
26268,PG0357,5
26270,PG0357,1
26274,PG0357,2
26277,PG0357,2
26278,PG0357,3
26281,PG0116,1
26283,PG0116,7
26284,PG0116,246
26285,PG0116,1
26286,PG0116,4
26292,PG0116,1
26293,PG0116,2
26294,PG0116,3
26297,PG0116,9
26299,PG0116,5
26300,PG0116,4
26302,PG0116,1
26303,PG0116,2
26305,PG0116,4
26307,PG0116,1
26308,PG0116,2
26315,PG0116,1
26316,PG0116,4
26322,PG0116,5
26324,PG0116,4
26326,PG0116,4
26329,PG0116,2
26334,PG0116,191
26335,PG0116,209
26337,PG0116,227
26339,PG0116,2
26342,PG0400,4
26343,PG0401,3
26344,PG0400,3
26345,PG0401,5
26348,PG0400,4
26350,PG0401,2
26351,PG0400,6
26353,PG0401,3
26354,PG0400,5
26356,PG0401,2
26358,PG0400,3
26360,PG0401,3
26361,PG0400,1
26362,PG0400,3
26368,PG0401,3
26369,PG0400,2
26370,PG0401,2
26372,PG0400,6
26373,PG0401,2
26374,PG0401,5
26375,PG0401,3
26376,PG0400,3
26378,PG0400,2
26379,PG0401,4
26381,PG0400,3
26382,PG0401,4
26384,PG0401,4
26385,PG0401,5
26393,PG0400,2
26394,PG0401,3
26395,PG0400,3
26396,PG0401,4
26397,PG0401,4
26403,PG0400,2
26404,PG0401,3
26405,PG0401,4
26406,PG0400,1
26412,PG0401,3
26415,PG0400,1
26416,PG0401,4
26420,PG0400,6
26424,PG0400,1
26425,PG0401,2
26426,PG0401,2
26434,PG0401,205
26441,PG0401,1
26442,PG0400,1
26443,PG0400,2
26446,PG0401,6
26448,PG0401,2
26449,PG0400,5
26451,PG0401,2
26452,PG0400,2
26453,PG0400,5
26455,PG0400,4
26460,PG0401,2
26462,PG0652,2
26466,PG0652,2
26469,PG0652,3
26470,PG0652,3
26472,PG0652,1
26473,PG0652,6
26474,PG0652,2
26475,PG0652,2
26479,PG0652,5
26482,PG0652,3
26486,PG0652,1
26487,PG0652,4
26491,PG0088,5
26492,PG0088,3
26494,PG0088,6
26495,PG0088,2
26496,PG0327,2
26497,PG0327,1
26500,PG0327,3
26503,PG0327,2
26504,PG0327,2
26507,PG0327,2
26508,PG0327,4
26509,PG0327,5
26510,PG0327,1
26511,PG0327,3
26513,PG0327,3
26522,PG0327,4
26523,PG0327,188
26525,PG0327,3
26526,PG0327,2
26528,PG0327,1
26531,PG0327,3
26532,PG0327,3
26535,PG0327,178
26537,PG0327,7
26538,PG0327,2
26542,PG0327,2
26544,PG0327,5
26545,PG0327,2
26547,PG0327,6
26549,PG0327,4
26550,PG0327,2
26556,PG0327,1
26557,PG0201,2
26559,PG0201,6
26561,PG0201,5
26562,PG0201,5
26564,PG0201,2
26567,PG0201,5
26569,PG0201,5
26570,PG0201,5
26572,PG0201,2
26573,PG0201,1
26575,PG0201,4
26579,PG0201,3
26581,PG0201,1
26582,PG0201,3
26585,PG0201,1
26588,PG0201,5
26591,PG0201,5
26592,PG0201,8
26593,PG0201,2
26595,PG0201,1
26597,PG0201,2
26598,PG0201,4
26605,PG0201,4
26607,PG0201,1
26610,PG0201,4
26612,PG0201,6
26613,PG0201,4
26614,PG0201,2
26616,PG0201,2
26621,PG0660,4
26623,PG0660,2
26624,PG0660,1
26625,PG0660,5
26629,PG0660,3
26630,PG0660,4
26633,PG0660,1
26634,PG0660,2
26637,PG0660,5
26640,PG0660,3
26641,PG0660,2
26642,PG0660,4
26643,PG0660,2
26645,PG0660,4
26647,PG0660,2
26649,PG0660,1
26650,PG0660,3
26654,PG0660,1
26657,PG0660,6
26658,PG0660,1
26659,PG0660,5
26660,PG0660,2
26662,PG0660,4
26663,PG0660,2
26667,PG0660,3
26670,PG0660,2
26673,PG0660,5
26674,PG0660,3
26676,PG0660,2
26678,PG0660,4
26679,PG0328,196
26680,PG0328,211
26681,PG0328,2
26687,PG0328,4
26689,PG0328,3
26692,PG0328,3
26694,PG0328,2
26695,PG0328,5
26696,PG0328,202
26697,PG0328,2
26701,PG0328,6
26705,PG0328,3
26706,PG0328,3
26710,PG0328,2
26712,PG0328,5
26713,PG0328,4
26717,PG0328,2
26719,PG0328,6
26721,PG0328,5
26722,PG0328,2
26725,PG0328,1
26727,PG0328,2
26729,PG0328,4
26730,PG0328,3
26731,PG0328,4
26732,PG0328,3
26736,PG0328,4
26737,PG0328,3
26738,PG0328,2
26741,PG0437,1
26742,PG0437,2
26743,PG0437,6
26744,PG0437,2
26747,PG0437,6
26748,PG0437,1
26749,PG0437,3
26754,PG0437,7
26756,PG0437,188
26757,PG0437,4
26758,PG0437,4
26760,PG0437,4
26764,PG0437,2
26766,PG0437,4
26767,PG0437,3
26768,PG0437,2
26769,PG0437,5
26770,PG0437,5
26775,PG0437,2
26776,PG0437,2
26780,PG0437,3
26782,PG0437,3
26788,PG0437,3
26789,PG0437,1
26792,PG0437,3
26796,PG0437,2
26798,PG0437,2
26799,PG0437,3
26802,PG0011,141
26803,PG0011,3
26805,PG0011,4
26807,PG0011,2
26809,PG0011,4
26811,PG0420,2
26812,PG0420,4
26817,PG0420,1
26818,PG0420,166
26820,PG0658,2
26821,PG0658,5
26822,PG0658,4
26824,PG0658,4
26825,PG0658,2
26827,PG0658,1
26830,PG0658,5
26833,PG0658,3
26834,PG0658,2
26838,PG0658,3
26840,PG0658,6
26841,PG0658,1
26842,PG0658,2
26845,PG0658,4
26846,PG0658,2
26847,PG0658,2
26850,PG0658,3
26854,PG0658,4
26855,PG0658,3
26856,PG0658,3
26859,PG0658,2
26860,PG0658,3
26861,PG0658,6
26862,PG0658,2
26865,PG0658,4
26868,PG0658,1
26869,PG0658,2
26872,PG0658,3
26873,PG0658,5
26875,PG0658,3
26879,PG0658,182
26880,PG0678,4
26881,PG0678,1
26883,PG0678,1
26885,PG0678,3
26887,PG0678,5
26889,PG0678,2
26890,PG0678,2
26892,PG0678,2
26893,PG0678,5
26895,PG0678,4
26901,PG0678,1
26903,PG0678,4
26905,PG0678,5
26906,PG0678,3
26907,PG0678,5
26908,PG0678,3
26909,PG0678,1
26910,PG0678,5
26912,PG0678,1
26915,PG0678,3
26920,PG0678,3
26921,PG0678,4
26922,PG0678,2
26924,PG0678,3
26926,PG0678,1
26927,PG0678,3
26931,PG0678,4
26934,PG0678,3
26936,PG0678,2
26944,PG0526,219
26946,PG0526,6
26950,PG0526,6
26951,PG0526,5
26954,PG0526,1
26955,PG0526,3
26957,PG0526,5
26958,PG0151,5
26959,PG0151,5
26960,PG0151,1
26961,PG0151,3
26966,PG0151,3
26968,PG0151,3
26970,PG0151,3
26975,PG0151,1
26976,PG0151,2
26977,PG0151,3
26980,PG0151,5
26981,PG0151,6
26982,PG0151,4
26983,PG0151,6
26985,PG0151,4
26986,PG0151,3
26987,PG0151,4
26988,PG0151,5
26991,PG0151,3
26992,PG0151,8
26993,PG0151,2
26995,PG0151,2
27000,PG0151,2
27002,PG0151,4
27004,PG0151,4
27007,PG0151,6
27008,PG0151,4
27014,PG0151,2
27015,PG0151,3
27016,PG0151,3
27018,PG0151,2
27019,PG0143,7
27021,PG0143,2
27024,PG0143,2
27026,PG0143,1
27027,PG0143,1
27028,PG0143,4
27032,PG0143,1
27033,PG0143,2
27037,PG0143,2
27038,PG0143,3
27039,PG0143,2
27043,PG0143,1
27046,PG0592,2
27048,PG0592,9
27049,PG0592,4
27051,PG0592,2
27053,PG0592,3
27055,PG0592,3
27056,PG0592,3
27059,PG0592,3
27060,PG0592,124
27062,PG0592,3
27064,PG0592,3
27065,PG0592,2
27066,PG0592,4
27069,PG0592,1
27070,PG0592,5
27073,PG0592,5
27074,PG0592,186
27077,PG0592,7
27078,PG0592,2
27079,PG0592,4
27081,PG0592,3
27085,PG0592,3
27088,PG0592,4
27090,PG0592,5
27093,PG0592,3
27095,PG0592,3
27096,PG0592,6
27097,PG0592,2
27100,PG0592,2
27104,PG0592,2
27105,PG0592,1
27107,PG0694,7
27108,PG0694,1
27109,PG0694,5
27111,PG0694,3
27114,PG0694,2
27115,PG0696,208
27116,PG0696,5
27118,PG0696,3
27120,PG0696,5
27124,PG0071,3
27140,PG0071,2
27142,PG0071,3
27143,PG0071,4
27145,PG0071,4
27146,PG0071,4
27148,PG0071,192
27149,PG0071,5
27151,PG0071,4
27152,PG0071,3
27154,PG0071,3
27155,PG0071,2
27157,PG0071,3
27158,PG0071,3
27160,PG0071,3
27161,PG0071,2
27163,PG0071,2
27165,PG0071,2
27166,PG0071,3
27168,PG0071,1
27169,PG0071,2
27171,PG0071,2
27172,PG0071,2
27174,PG0071,4
27175,PG0071,3
27177,PG0071,3
27178,PG0071,4
27180,PG0071,4
27181,PG0071,4
27182,PG0071,2
27184,PG0071,2
27185,PG0074,2
27186,PG0074,5
27187,PG0074,5
27190,PG0074,2
27193,PG0074,2
27195,PG0182,2
27197,PG0182,4
27201,PG0182,5
27202,PG0182,1
27203,PG0182,5
27208,PG0182,1
27209,PG0182,1
27210,PG0182,3
27211,PG0182,5
27212,PG0182,3
27214,PG0182,5
27215,PG0182,2
27216,PG0182,2
27217,PG0182,4
27218,PG0182,2
27219,PG0182,3
27221,PG0182,1
27223,PG0182,1
27227,PG0182,3
27228,PG0182,2
27230,PG0182,3
27232,PG0182,2
27233,PG0182,2
27236,PG0182,4
27239,PG0182,3
27243,PG0182,4
27247,PG0182,3
27249,PG0182,4
27250,PG0182,4
27251,PG0182,1
27254,PG0182,3
27257,PG0428,2
27259,PG0428,5
27261,PG0428,7
27262,PG0428,5
27263,PG0428,177
27265,PG0428,3
27267,PG0428,3
27270,PG0428,5
27273,PG0554,4
27275,PG0554,2
27278,PG0554,7
27280,PG0554,4
27281,PG0554,2
27282,PG0554,4
27285,PG0554,4
27288,PG0554,4
27289,PG0554,202
27290,PG0554,1
27291,PG0554,2
27292,PG0554,3
27295,PG0554,7
27296,PG0554,2
27299,PG0554,4
27300,PG0554,3
27303,PG0554,2
27305,PG0554,6
27306,PG0554,4
27308,PG0554,2
27310,PG0554,3
27312,PG0554,2
27314,PG0554,1
27316,PG0554,1
27318,PG0554,4
27326,PG0554,1
27327,PG0554,1
27329,PG0554,3
27331,PG0554,5
27332,PG0554,5
27334,PG0361,2
27335,PG0361,2
27336,PG0361,8
27340,PG0361,3
27342,PG0361,3
27344,PG0361,1
27345,PG0361,3
27347,PG0361,3
27350,PG0361,3
27351,PG0361,6
27353,PG0361,5
27354,PG0361,1
27355,PG0361,1
27358,PG0361,4
27361,PG0361,4
27362,PG0361,3
27363,PG0361,6
27364,PG0361,2
27365,PG0361,2
27368,PG0361,5
27369,PG0361,2
27372,PG0361,185
27374,PG0361,1
27376,PG0361,5
27378,PG0361,4
27379,PG0361,5
27383,PG0361,4
27387,PG0361,2
27389,PG0361,2
27390,PG0361,5
27392,PG0361,217
27397,PG0149,4
27398,PG0149,4
27402,PG0149,3
27404,PG0149,2
27405,PG0149,153
27408,PG0149,1
27409,PG0149,4
27410,PG0149,4
27412,PG0149,1
27416,PG0149,4
27417,PG0149,2
27423,PG0149,4
27425,PG0149,3
27426,PG0149,1
27427,PG0149,1
27429,PG0149,3
27431,PG0149,5
27434,PG0149,4
27437,PG0149,8
27439,PG0149,2
27440,PG0149,3
27441,PG0149,3
27443,PG0149,2
27446,PG0149,2
27447,PG0149,1
27448,PG0149,1
27450,PG0149,5
27451,PG0149,5
27452,PG0149,5
27455,PG0149,3
27456,PG0534,4
27462,PG0534,2
27465,PG0534,3
27467,PG0534,3
27468,PG0534,2
27469,PG0534,4
27470,PG0534,4
27471,PG0534,5
27472,PG0534,1
27473,PG0534,2
27474,PG0534,5
27477,PG0534,173
27479,PG0534,1
27483,PG0534,1
27484,PG0534,2
27485,PG0534,4
27488,PG0534,3
27494,PG0534,2
27495,PG0534,1
27496,PG0534,5
27498,PG0534,4
27499,PG0534,2
27500,PG0534,3
27502,PG0534,206
27503,PG0534,4
27507,PG0534,4
27508,PG0534,8
27513,PG0534,4
27514,PG0534,3
27516,PG0534,4
27523,PG0389,3
27525,PG0389,1
27526,PG0389,2
27528,PG0389,4
27530,PG0389,4
27535,PG0389,4
27537,PG0389,1
27539,PG0389,3
27540,PG0389,5
27542,PG0389,3
27543,PG0389,4
27544,PG0389,1
27545,PG0389,7
27549,PG0389,4
27553,PG0389,2
27555,PG0389,2
27558,PG0389,5
27559,PG0389,3
27562,PG0389,5
27563,PG0389,4
27565,PG0389,1
27567,PG0389,3
27569,PG0389,6
27571,PG0389,2
27573,PG0389,2
27574,PG0389,3
27576,PG0389,6
27582,PG0483,4
27583,PG0483,2
27584,PG0483,4
27586,PG0483,3
27587,PG0483,2
27588,PG0483,2
27589,PG0483,3
27590,PG0483,2
27591,PG0483,1
27596,PG0483,2
27597,PG0483,3
27599,PG0483,4
27603,PG0483,3
27604,PG0348,1
27605,PG0348,2
27608,PG0348,2
27611,PG0348,3
27612,PG0348,208
27618,PG0348,3
27619,PG0348,2
27620,PG0348,1
27622,PG0664,2
27623,PG0664,1
27624,PG0664,2
27625,PG0664,1
27629,PG0664,3
27630,PG0664,5
27633,PG0664,2
27635,PG0664,3
27637,PG0664,7
27638,PG0082,3
27639,PG0082,2
27640,PG0082,1
